Store Number,Store Type,Address,City,State,Zip Code,Phone Number,Play Place,Drive Thru,Arch Card,Free Wi-Fi,Latitude,Longitude
337,Freestanding,8320 Niagara Falls Blvd,Niagara Falls,NY,14304,(716) 298-3592,N,Y,Y,Y,43.090173,-78.96937
,,,,,,,,,,,,
338,Freestanding,5220 Buford Hwy,Doraville,GA,30340,(770) 457-3210,Y,Y,Y,Y,33.895668,-84.283562
,,,,,,,,,,,,
339,Freestanding,31115 Vine St,Willowick,OH,44094,(440) 944-6019,N,Y,Y,Y,41.642861,-81.470061
,,,,,,,,,,,,
342,Freestanding,1203 Artesia Blvd.,Manhattan Beach,CA,90266-6904,(310) 379-7755,N,Y,Y,Y,33.873142,-118.393692
,,,,,,,,,,,,
343,Freestanding,2418 S Seneca Ave,Wichita,KS,67216,(316) 262-4331,N,Y,Y,Y,37.651214,-97.352176
,,,,,,,,,,,,
346,Freestanding,27480 Van Dyke Road,Warren,MI,48093-2804,(586) 755-0290,Y,Y,Y,Y,42.496181,-83.027161
,,,,,,,,,,,,
348,Freestanding,3815 Union Rd,Cheektowaga,NY,14225,(716) 683-3376,N,Y,Y,Y,42.91829,-78.753654
,,,,,,,,,,,,
351,Freestanding,1114 West Kearney,Springfield,MO,65803-1238,(417) 865-3166,Y,Y,Y,Y,37.240559,-93.304031
,,,,,,,,,,,,
353,Freestanding,2457 Lincoln Blvd,Venice,CA,90291-5040,(310) 822-5133,N,Y,Y,Y,33.992996,-118.451073
,,,,,,,,,,,,
356,Freestanding,352 Riverdale Rd,West Springfield,MA,1089,(413) 737-5153,N,Y,Y,Y,42.115792,-72.623996
,,,,,,,,,,,,
357,Freestanding,"3719 Davison Road, East",Flint,MI,48506-4205,(810) 742-5101,Y,Y,Y,Y,43.033645,-83.639679
,,,,,,,,,,,,
359,Freestanding,1450 Rocky Creek Rd,Macon,GA,31206,(478) 788-4233,Y,Y,Y,Y,32.790703,-83.670381
,,,,,,,,,,,,
362,Freestanding,3138 Secor Rd,Toledo,OH,43606-1513,(419) 535-7661,N,Y,Y,Y,41.678694,-83.622177
,,,,,,,,,,,,
364,Freestanding,5324 4Th St Nw,Albuquerque,NM,87107-5206,(505) 344-6314,Y,Y,Y,Y,35.136962,-106.641039
,,,,,,,,,,,,
366,Freestanding,5616 Memphis Ave,Cleveland,OH,44144-2240,(216) 661-6171,N,Y,Y,Y,41.440218,-81.724975
,,,,,,,,,,,,
368,Freestanding,2010 N. Roxboro Road,Durham,NC,27704-4339,(919) 220-4074,N,Y,Y,Y,36.016672,-78.889662
,,,,,,,,,,,,
371,Freestanding,1388 Maryland Avenue,St. Paul,MN,55106,(651) 774-4147,N,Y,Y,Y,44.977264,-93.042625
,,,,,,,,,,,,
373,Freestanding,995 Main Street,Worcester,MA,01603-2418,(508) 757-5357,N,Y,Y,Y,42.247734,-71.826126
,,,,,,,,,,,,
375,Freestanding,909 Peninsula Dr,Erie,PA,16505,(814) 833-4841,N,Y,Y,Y,42.102353,-80.146746
,,,,,,,,,,,,
380,Freestanding,522 El Camino Real,Belmont,CA,94002-2121,(650) 592-6833,Y,Y,Y,Y,37.524906,-122.281845
,,,,,,,,,,,,
381,Freestanding,1720 W Exchange St,Akron,OH,44313-7662,(330) 836-2951,N,Y,Y,Y,41.108227,-81.568793
,,,,,,,,,,,,
383,Freestanding,1420 Eastern Blvd,Clarksville,IN,47129-1706,(812) 282-7481,N,Y,Y,Y,38.309233,-85.769586
,,,,,,,,,,,,
384,Freestanding,2875 Se Powell Blvd,Portland,OR,97202-2051,(503) 233-4029,N,Y,Y,Y,45.497723,-122.635882
,,,,,,,,,,,,
385,Freestanding,3037 N Douglas Ave,Racine,WI,53402-4177,(262) 639-6178,N,Y,Y,Y,42.756584,-87.799467
,,,,,,,,,,,,
391,Freestanding,2106 Dix Hwy,Lincoln Park,MI,48146-2219,(313) 383-4800,N,Y,Y,Y,42.253712,-83.194778
,,,,,,,,,,,,
392,Freestanding,2505 Chapman Hwy,Knoxville,TN,37912,(865) 577-0097,N,Y,Y,Y,35.950546,-83.914622
,,,,,,,,,,,,
396,Freestanding,4422 W Main St,Belleville,IL,62223-5505,(618) 233-5786,Y,Y,Y,Y,38.540225,-90.023392
,,,,,,,,,,,,
398,Freestanding,6125 Grand Ave,Des Moines,IA,50312-1418,(515) 255-2543,N,Y,Y,Y,41.583082,-93.700864
,,,,,,,,,,,,
400,Freestanding,1619 E Joppa Rd,Towson,MD,21286,(410) 821-7593,N,Y,Y,Y,39.396579,-76.565222
,,,,,,,,,,,,
401,Freestanding,7135 W Roosevelt Rd,Berwyn,IL,60402,(708) 749-1555,N,Y,Y,Y,41.864685,-87.803293
,,,,,,,,,,,,
405,Freestanding,800 W 6Th St,Pueblo,CO,81002,(719) 545-2388,N,Y,Y,Y,38.272161,-104.618195
,,,,,,,,,,,,
406,Freestanding,633 New Brunswick Ave,Perth Amboy,NJ,8861,(732) 442-2980,N,Y,Y,Y,40.520782,-74.285851
,,,,,,,,,,,,
407,Freestanding,2330 Fort Henry Dr,Kingsport,TN,37664,(423) 246-6661,Y,Y,Y,Y,36.525304,-82.520807
,,,,,,,,,,,,
409,Freestanding,1644 Pass Rd,Biloxi,MS,39531-4313,(228) 432-1167,N,Y,N,Y,30.402887,-88.935432
,,,,,,,,,,,,
410,Freestanding,20 E 4Th St,Hutchinson,KS,67501-6933,(620) 665-5642,N,Y,Y,Y,38.057581,-97.930707
,,,,,,,,,,,,
411,Freestanding,15620 1St Ave S,Burien,WA,98148-1209,(206) 243-9988,N,Y,Y,Y,47.462651,-122.33336
,,,,,,,,,,,,
415,Freestanding,11920 S. Western Ave,Blue Island,IL,60406-1117,(708) 371-6118,N,Y,Y,Y,41.676854,-87.681036
,,,,,,,,,,,,
416,Freestanding,185 Chestnut St,Redwood City,CA,94063-2105,(650) 364-5316,Y,Y,Y,Y,37.479259,-122.224258
,,,,,,,,,,,,
420,Freestanding,259 S Black Horse Pike,Mount Ephraim,NJ,8059,(856) 931-0624,Y,Y,Y,Y,39.875797,-75.084138
,,,,,,,,,,,,
422,Freestanding,599 West 104Th Ave.,Northglenn,CO,80234-4002,(303) 452-8894,Y,Y,Y,Y,39.885781,-104.994653
,,,,,,,,,,,,
424,Freestanding,5355 N Interregional Hwy,Austin,TX,78723,(512) 452-7473,Y,Y,Y,Y,30.313138,-97.707297
,,,,,,,,,,,,
425,Freestanding,9100 Se Powell Blvd,Portland,OR,97266,(503) 775-0339,Y,Y,Y,Y,45.4971,-122.568885
,,,,,,,,,,,,
428,Freestanding,11591 Frankstown Rd,Pittsburgh,PA,15235,(412) 243-0325,N,Y,Y,Y,40.465128,-79.828945
,,,,,,,,,,,,
429,Freestanding,7300 N Lindbergh,Hazelwood,MO,63042-2033,(314) 921-8448,Y,Y,Y,Y,38.783391,-90.354951
,,,,,,,,,,,,
432,Freestanding,3700 E Genesee St,Saginaw,MI,48601-4280,(989) 755-7785,N,Y,Y,Y,43.398538,-83.911579
,,,,,,,,,,,,
434,Freestanding,505 East Colfax Avenue,Denver,CO,80203-2017,(303) 832-4259,N,Y,Y,Y,39.740544,-104.980848
,,,,,,,,,,,,
435,Freestanding,2336 25Th Ave S,Seattle,WA,98144-5337,(206) 324-0834,N,Y,Y,Y,47.581633,-122.300053
,,,,,,,,,,,,
437,Freestanding,1452 W Carson St,Torrance,CA,90501-3920,(310) 320-2097,Y,Y,Y,Y,33.831196,-118.303329
,,,,,,,,,,,,
438,Freestanding,11700 East Highway 24,Independence,MO,64054-1524,(816) 254-8900,N,Y,Y,Y,39.102465,-94.436517
,,,,,,,,,,,,
441,Freestanding,2328 East Main Street,Springfield,OH,45503-4912,(937) 325-1052,N,Y,Y,Y,39.923653,-83.773598
,,,,,,,,,,,,
442,Freestanding,5261 Library Rd,Bethel Park,PA,15102,(412) 835-2642,Y,Y,Y,Y,40.331891,-80.022367
,,,,,,,,,,,,
445,Freestanding,4834 Lee Hwy,Arlington,VA,22207,(703) 525-3225,Y,Y,Y,Y,38.896324,-77.126247
,,,,,,,,,,,,
447,Freestanding,1707 Black River Blvd,Rome,NY,13440,(315) 336-7541,N,Y,N,Y,43.231107,-75.439755
,,,,,,,,,,,,
449,Freestanding,3520 Ave E,Ensley,AL,35218,(205) 780-4146,Y,Y,Y,Y,33.499353,-86.908181
,,,,,,,,,,,,
451,Freestanding,Rte 83 / Carlisle Rd,Camp Hill,PA,17011,(717) 737-6404,N,Y,N,Y,40.230351,-76.891527
,,,,,,,,,,,,
453,Freestanding,2603 S Broad St,Trenton,NJ,8610,(609) 888-9824,Y,Y,Y,Y,40.192218,-74.715737
,,,,,,,,,,,,
454,Freestanding,717 Harrison Ave,Panama City,FL,32401,(850) 785-3753,N,Y,Y,Y,30.161386,-85.660565
,,,,,,,,,,,,
455,Freestanding,3315 Macon Rd,Columbus,GA,31906,(706) 561-8375,N,Y,Y,Y,32.482322,-84.941197
,,,,,,,,,,,,
458,Freestanding,2410 Cuming St,Omaha,NE,68131-1630,(402) 342-1226,N,Y,Y,Y,41.268238,-95.947463
,,,,,,,,,,,,
459,Freestanding,5400 14Th Ave Nw,Seattle,WA,98107-3733,(206) 782-5787,Y,Y,Y,Y,47.668354,-122.37307
,,,,,,,,,,,,
460,Freestanding,606 N Tustin Ave,Orange,CA,92867,(714) 538-3460,N,Y,Y,Y,33.796955,-117.836197
,,,,,,,,,,,,
462,Freestanding,1302 Shreveport Barksdale Hwy,Shreveport,LA,71105-2408,(318) 861-2532,N,Y,Y,Y,32.489099,-93.704421
,,,,,,,,,,,,
463,Freestanding,1118 Main St,River Edge,NJ,7661,(201) 489-9216,N,Y,Y,Y,40.912445,-74.034782
,,,,,,,,,,,,
465,Freestanding,2701 S Main St,Joplin,MO,64804,(417) 623-1136,N,Y,Y,Y,37.060119,-94.51423
,,,,,,,,,,,,
466,Freestanding,334 John Fitch Highway,Fitchburg,MA,1420,(978) 343-9618,N,Y,Y,Y,42.579613,-71.774071
,,,,,,,,,,,,
467,Freestanding,9101 Kinsman Ave,Cleveland,OH,44104-5141,(216) 368-0350,N,Y,Y,Y,41.4727,-81.622652
,,,,,,,,,,,,
468,Freestanding,3551 N Broadway,Riviera Beach,FL,33404,(561) 844-3846,N,Y,Y,Y,26.790993,-80.054739
,,,,,,,,,,,,
470,Freestanding,1225 N Baldwin Ave,Marion,IN,46952-2533,(765) 664-5149,N,Y,Y,Y,40.573743,-85.675876
,,,,,,,,,,,,
471,Freestanding,44 Wm S Canning Blvd,Fall River,MA,2721,(508) 678-0300,N,Y,Y,Y,41.677106,-71.161635
,,,,,,,,,,,,
472,Freestanding,15210 Pacific Hwy W,Tukwila,WA,98188-2246,(206) 241-1177,Y,Y,Y,Y,47.466338,-122.287806
,,,,,,,,,,,,
475,Freestanding,627 N Western,West Peoria,IL,61604,(309) 676-1633,N,Y,Y,Y,40.695624,-89.623351
,,,,,,,,,,,,
476,Freestanding,2707 E Carson St,Lakewood,CA,90712,(562) 421-5526,N,Y,Y,Y,33.832909,-118.159531
,,,,,,,,,,,,
478,Freestanding,3610 Merle Hay Road,Des Moines,IA,50310-1245,(515) 276-1525,Y,Y,Y,Y,41.628199,-93.698284
,,,,,,,,,,,,
482,Freestanding,1860 Gulf-To-Bay Blvd.,Clearwater,FL,33765,(727) 442-1286,N,Y,Y,Y,27.960953,-82.7604
,,,,,,,,,,,,
483,Freestanding,2411 West Ball Road,Anaheim,CA,92804-5210,(714) 995-1251,Y,Y,Y,Y,33.817852,-117.96846
,,,,,,,,,,,,
486,Freestanding,14024 Osborne St,Arleta,CA,91331-6025,(818) 894-9040,Y,Y,Y,Y,34.233231,-118.437851
,,,,,,,,,,,,
487,Freestanding,27901 Gratiot Ave,Roseville,MI,48066,(586) 777-6698,N,Y,Y,Y,42.501617,-82.934555
,,,,,,,,,,,,
488,Freestanding,31255 Harper Avenue,St. Clair Shores,MI,48082,(586) 293-4060,Y,Y,Y,Y,42.526134,-82.89711
,,,,,,,,,,,,
490,Freestanding,10320 S Kedzie Ave,Chicago,IL,60655-2016,(773) 238-1216,Y,Y,Y,Y,41.70573,-87.70162
,,,,,,,,,,,,
491,Freestanding,2550 Winchester Avenue,Ashland,KY,41101-7838,(606) 324-1214,N,Y,Y,Y,38.472071,-82.627199
,,,,,,,,,,,,
492,Freestanding,2612 W Morgan Ave,Milwaukee,WI,53221-1442,(414) 645-1333,N,Y,Y,Y,42.981475,-87.947341
,,,,,,,,,,,,
493,Freestanding,416 N Michigan St,South Bend,IN,46601-1228,(574) 234-3215,N,Y,Y,Y,41.680982,-86.249984
,,,,,,,,,,,,
496,Freestanding,2145 Veterans Memorial Blvd,Kenner,LA,70062-4002,(504) 466-0979,N,Y,Y,Y,30.006016,-90.238737
,,,,,,,,,,,,
500,Freestanding,"245 6Th St, Nw",Winter Haven,FL,33880,(863) 293-1445,N,Y,Y,Y,28.025646,-81.733615
,,,,,,,,,,,,
501,Freestanding,195 N Main St,Andover,MA,1810,(978) 475-9854,N,Y,Y,Y,42.663246,-71.14463
,,,,,,,,,,,,
503,Freestanding,3330 Ne 82Nd Ave,Portland,OR,97220-5230,(503) 254-5349,N,Y,Y,Y,45.546939,-122.578378
,,,,,,,,,,,,
504,Freestanding,4500 Mayfield Rd,South Euclid,OH,44121-4017,(216) 382-0814,N,Y,Y,Y,41.51941,-81.517962
,,,,,,,,,,,,
505,Freestanding,4801 Garners Ferry Rd,Columbia,SC,29209,(803) 787-0934,N,Y,Y,Y,33.989183,-80.97253
,,,,,,,,,,,,
506,Freestanding,1205 Old Boston Postrd,Mamaroneck,NY,10543,(914) 698-2863,N,Y,Y,Y,40.938602,-73.744614
,,,,,,,,,,,,
507,Freestanding,407 15Th Ave Se,Minneapolis,MN,55414-2009,(612) 331-6590,N,Y,Y,Y,44.980247,-93.234558
,,,,,,,,,,,,
512,Freestanding,3201 E Broadway,Quincy,IL,62301-3711,(217) 222-8191,Y,Y,Y,Y,39.935587,-91.364523
,,,,,,,,,,,,
513,Freestanding,119 West Ball Road,Anaheim,CA,92805-6045,(714) 991-3211,Y,Y,Y,Y,33.818447,-117.909157
,,,,,,,,,,,,
516,Freestanding,502 Baltimore Annapolis Hwy,Severna Park,MD,21146,(410) 544-0595,N,Y,Y,Y,39.079321,-76.548666
,,,,,,,,,,,,
520,Freestanding,90 E San Carlos St,San Jose,CA,95112-3607,(408) 293-7016,N,N,Y,Y,37.332121,-121.885145
,,,,,,,,,,,,
521,Freestanding,1303 Charleston Hwy,West Columbia,SC,29169,(803) 794-8193,N,Y,Y,Y,33.976313,-81.075094
,,,,,,,,,,,,
524,Freestanding,1127 North San Fernando Blvd,Burbank,CA,91504,(818) 842-5878,Y,Y,Y,Y,34.188576,-118.319695
,,,,,,,,,,,,
525,Freestanding,6906 Governor Ritchie Hwy,Glen Burnie,MD,21061,(410) 761-6060,Y,Y,Y,Y,39.186266,-76.613385
,,,,,,,,,,,,
529,Freestanding,6006 Plank Road,Baton Rouge,LA,70805-1324,(225) 355-9150,N,Y,Y,Y,30.504744,-91.150806
,,,,,,,,,,,,
530,Freestanding,1208 6Th Ave Se,Decatur,AL,35601,(256) 353-8911,N,Y,Y,Y,34.589247,-86.980114
,,,,,,,,,,,,
531,Freestanding,5400 W Broadway,Crystal,MN,55428-3506,(763) 533-8150,Y,Y,Y,Y,45.051296,-93.360741
,,,,,,,,,,,,
532,Freestanding,601 N Belt Hwy,St. Joseph,MO,64506,(816) 233-1454,N,Y,Y,Y,39.80192,-94.816156
,,,,,,,,,,,,
534,Freestanding,5019 Torrance Blvd,Torrance,CA,90503-4115,(310) 542-3167,Y,Y,Y,Y,33.837914,-118.367485
,,,,,,,,,,,,
536,Freestanding,946 E Waterloo Rd,Akron,OH,44306-3928,(330) 724-5126,N,Y,Y,Y,41.029162,-81.492869
,,,,,,,,,,,,
538,Freestanding,12313 Georgia Ave,Silver Springs,MD,20906,(301) 929-0372,N,Y,Y,Y,39.059175,-77.049642
,,,,,,,,,,,,
540,Freestanding,2020 W Beverly Blvd,Montebello,CA,90640-3939,(323) 721-5447,Y,Y,Y,Y,34.020676,-118.121056
,,,,,,,,,,,,
543,Freestanding,1500 E Franklin,Gastonia,NC,28052,(704) 864-6051,N,Y,Y,Y,35.262747,-81.15351
,,,,,,,,,,,,
549,Freestanding,718 American Lgn Hwy,Roslindale,MA,2131,(617) 323-7027,N,Y,Y,Y,42.282864,-71.113602
,,,,,,,,,,,,
550,Freestanding,4015 W Saginaw,Lansing,MI,48917-2107,(517) 323-3528,N,Y,Y,Y,42.740715,-84.604604
,,,,,,,,,,,,
551,Freestanding,2704 S Memorial Parkway,Huntsville,AL,35801-5631,(256) 535-6064,N,Y,Y,Y,34.7089,-86.590584
,,,,,,,,,,,,
552,Freestanding,16908 Parthenia St,North Hills,CA,91343-4506,(818) 894-5554,Y,Y,Y,Y,34.228283,-118.500664
,,,,,,,,,,,,
553,Freestanding,1124 Prince Avenue,Athens,GA,30601,(706) 543-0522,N,Y,Y,Y,33.962504,-83.395861
,,,,,,,,,,,,
555,Freestanding,2070 E County Road East,White Bear Lake,MN,55110,(651) 777-7566,N,Y,Y,Y,45.049999,-93.013802
,,,,,,,,,,,,
557,Freestanding,8901 Franford Ave,Philadelphia,PA,19136,(215) 332-8007,N,Y,Y,Y,40.050367,-75.009526
,,,,,,,,,,,,
558,Freestanding,1464 Walton Way,Augusta,GA,30904,(706) 722-2747,N,Y,Y,Y,33.474339,-81.986077
,,,,,,,,,,,,
561,Freestanding,801 E Whittier Blvd,La Habra,CA,90631-3932,(562) 690-0034,N,Y,Y,Y,33.939461,-117.937729
,,,,,,,,,,,,
562,Freestanding,3411 Cleveland Ave,Columbus,OH,43224-2906,(614) 268-3381,N,Y,Y,Y,40.037166,-82.963086
,,,,,,,,,,,,
563,Freestanding,2745 Freedom Dr,Charlotte,NC,28208,(704) 392-3694,N,Y,Y,Y,35.238241,-80.88444
,,,,,,,,,,,,
565,Freestanding,792 N 2Nd St,Clarksville,TN,37040-2996,(931) 552-0627,N,Y,Y,Y,36.539721,-87.365001
,,,,,,,,,,,,
566,Freestanding,1110 Camp Jackson Rd,Cahokia,IL,62206-2230,(618) 337-9150,N,Y,Y,Y,38.562944,-90.177504
,,,,,,,,,,,,
567,Freestanding,18403 Grand River Rd,Detroit,MI,48223-2316,(313) 837-9040,N,Y,Y,Y,42.401741,-83.221764
,,,,,,,,,,,,
568,Freestanding,151 Ridgewood Ave,Holly Hill,FL,32117,(386) 255-5527,N,Y,Y,Y,29.228298,-81.031551
,,,,,,,,,,,,
569,Freestanding,3411 Busch Blvd,Tampa,FL,33612,(813) 988-6700,N,Y,Y,Y,28.032384,-82.422009
,,,,,,,,,,,,
570,Freestanding,N 6321 Monroe,Spokane,WA,99208,(509) 328-7716,N,Y,Y,Y,47.715911,-117.425689
,,,,,,,,,,,,
571,Freestanding,101 New Rd,Wilmington,DE,19805-4117,(302) 656-2010,N,Y,Y,Y,39.741454,-75.583418
,,,,,,,,,,,,
572,Freestanding,1747 West El Segundo Blvd.,Gardena,CA,90249-2011,(323) 779-7322,N,Y,Y,Y,33.916763,-118.308289
,,,,,,,,,,,,
573,Freestanding,Us 130/Cooper St,Edgewater Park,NJ,8010,(609) 877-8142,Y,Y,Y,Y,40.046543,-74.904387
,,,,,,,,,,,,
574,Freestanding,2001 S Michigan St,South Bend,IN,46613-2317,(574) 282-1022,N,Y,Y,Y,41.653325,-86.25027
,,,,,,,,,,,,
577,Freestanding,7241 Gravois Avenue,St. Louis,MO,63116,(314) 351-0807,N,Y,Y,Y,38.565636,-90.292522
,,,,,,,,,,,,
578,Freestanding,303 South Gaffey Street,San Pedro,CA,90732,(310) 548-6591,N,Y,Y,Y,33.741211,-118.292656
,,,,,,,,,,,,
579,Freestanding,1504 Turner Mccall Blvd,Rome,GA,30161,(706) 235-6445,Y,Y,Y,Y,34.246075,-85.161697
,,,,,,,,,,,,
583,Freestanding,9970 Bustleton Ave,Philadelphia,PA,19115,(215) 677-9439,Y,Y,Y,Y,40.102193,-75.029522
,,,,,,,,,,,,
585,Freestanding,802 Tacoma Ave S,Tacoma,WA,98402-2204,(253) 272-4942,N,Y,Y,Y,47.255153,-122.445446
,,,,,,,,,,,,
589,Freestanding,3875 S Washington Blvd,South Ogden,UT,84401,(801) 621-1951,N,Y,Y,Y,41.192477,-111.971604
,,,,,,,,,,,,
590,Freestanding,6002 100Th St Sw,Tacoma,WA,98499,(253) 588-7410,N,Y,Y,Y,47.166382,-122.518366
,,,,,,,,,,,,
592,Freestanding,809 Boston Rd,Springfield,MA,1109,(413) 783-2328,N,Y,Y,Y,42.136741,-72.517735
,,,,,,,,,,,,
593,Freestanding,1701 West Olive Avenue,Burbank,CA,91506-2433,(818) 846-8885,Y,Y,Y,Y,34.167419,-118.323448
,,,,,,,,,,,,
594,Freestanding,1110 Center St Ne,Salem,OR,97301-2523,(503) 363-5314,N,Y,Y,Y,44.940332,-123.026978
,,,,,,,,,,,,
595,Freestanding,413 Main St,Reading,MA,1867,(781) 944-9782,Y,Y,Y,Y,42.520565,-71.102882
,,,,,,,,,,,,
596,Freestanding,196 S Willow St,Manchester,NH,3103,(603) 623-9259,N,Y,Y,Y,42.971172,-71.454674
,,,,,,,,,,,,
597,Freestanding,3119 Moffet Rd,Mobile,AL,36607-1703,(251) 473-3160,N,Y,Y,Y,30.701458,-88.114864
,,,,,,,,,,,,
599,Freestanding,9309 Slauson Ave,Pico Rivera,CA,90660-4525,(562) 949-1990,Y,Y,Y,Y,33.969341,-118.09845
,,,,,,,,,,,,
600,Freestanding,420 Des Plaines Ave,Forest Park,IL,60130,(708) 488-0146,N,Y,Y,Y,41.879081,-87.813542
,,,,,,,,,,,,
603,Freestanding,1435 S Winchester Blvd,San Jose,CA,95128-4331,(408) 378-2040,N,N,Y,Y,37.298073,-121.950347
,,,,,,,,,,,,
604,Freestanding,332 Saint John St,Portland,ME,4102,(207) 761-2817,Y,Y,Y,Y,43.654679,-70.280152
,,,,,,,,,,,,
605,Freestanding,7045 Van Nuys Blvd,Van Nuys,CA,91405,(818) 785-2490,Y,Y,Y,Y,34.198868,-118.44915
,,,,,,,,,,,,
609,Freestanding,372 Elmira Rd,Ithaca,NY,14850,(607) 273-6030,N,Y,Y,Y,42.421943,-76.517675
,,,,,,,,,,,,
611,Freestanding,6131 Martin Luther King Jr Hwy,Seat Pleasant,MD,20743,(301) 925-4563,N,Y,Y,Y,38.9014,-76.900674
,,,,,,,,,,,,
612,Freestanding,5520 W Board St,Richmond,VA,23230,(804) 282-7514,N,Y,Y,Y,37.588731,-77.501499
,,,,,,,,,,,,
613,Freestanding,3001 N Atlantic Ave,Daytona Beach,FL,32118,(386) 677-8186,N,Y,Y,Y,29.267795,-81.028909
,,,,,,,,,,,,
616,Freestanding,9852 Westminster Avenue,Garden Grove,CA,92844-2907,(714) 530-3694,Y,Y,Y,Y,33.759178,-117.957336
,,,,,,,,,,,,
618,Freestanding,7217 Pacific Ave,Tacoma,WA,98408-7114,(253) 472-6766,Y,Y,Y,Y,47.191662,-122.43364
,,,,,,,,,,,,
620,Freestanding,1169 W El Camino Real,Sunnyvale,CA,94087-1026,(408) 245-7640,N,Y,Y,Y,37.373863,-122.05484
,,,,,,,,,,,,
621,Freestanding,914 Washington St,Middletown,CT,06457-2907,(860) 344-0666,N,Y,Y,Y,41.554654,-72.683104
,,,,,,,,,,,,
623,Freestanding,1146 E Valley Pky,Escondido,CA,92025,(760) 746-2727,N,Y,Y,Y,33.130364,-117.067956
,,,,,,,,,,,,
625,Freestanding,2200 N Garey St,Pomona,CA,91767-2331,(909) 596-5423,Y,Y,Y,Y,34.088161,-117.749825
,,,,,,,,,,,,
626,Freestanding,721 Cedar Crest Blvd,Allentown,PA,18104,(610) 439-0511,Y,Y,Y,Y,40.598487,-75.527624
,,,,,,,,,,,,
627,Freestanding,675 Queen St,Southington,CT,6489,(860) 621-5791,Y,Y,Y,Y,41.635104,-72.872751
,,,,,,,,,,,,
629,Freestanding,290 Worcester Rd,Natick,MA,1760,(508) 653-1809,N,Y,Y,Y,42.301762,-71.337135
,,,,,,,,,,,,
632,Freestanding,1365 Blossom Hill Rd,San Jose,CA,95118-3804,(408) 264-3223,N,Y,Y,Y,37.245586,-121.888138
,,,,,,,,,,,,
633,Freestanding,12256 Paramount Blvd,Downey,CA,90242-3549,(562) 923-0294,Y,Y,Y,Y,33.928738,-118.147865
,,,,,,,,,,,,
634,Freestanding,230 E Pacific Coast Hwy,Wilmington,CA,90744-2615,(310) 834-1960,N,Y,Y,Y,33.791004,-118.260895
,,,,,,,,,,,,
641,Freestanding,2604 Fort Campbell Blvd,Hopkinsville,KY,42240-4939,(270) 885-9491,N,Y,Y,Y,36.844338,-87.483934
,,,,,,,,,,,,
643,Freestanding,3131 N Mayfair Rd,Wauwatosa,WI,53222-3201,(414) 771-4340,N,Y,N,Y,43.075236,-88.0484
,,,,,,,,,,,,
644,Freestanding,1725 Roosevelt Rd,Burlington,IA,52601-2320,(319) 753-2111,N,Y,Y,Y,40.82671,-91.141903
,,,,,,,,,,,,
645,Freestanding,1460 Memorial Drive,Chicopee,MA,01020-3964,(413) 532-5128,Y,Y,Y,Y,42.197536,-72.574613
,,,,,,,,,,,,
647,Freestanding,4362 Roswell Rd Ne,Atlanta,GA,30342,(404) 257-9440,Y,Y,Y,Y,33.873859,-84.381409
,,,,,,,,,,,,
648,Freestanding,2900 Reynolda Rd,Winston Salem,NC,27106,(336) 723-1396,N,Y,Y,Y,36.14452,-80.301333
,,,,,,,,,,,,
649,Freestanding,6302 Little River Trpk,Alexandria,VA,22312,(703) 256-3786,N,Y,Y,Y,38.819018,-77.144091
,,,,,,,,,,,,
650,Shared Bldng,75 New York Ave Ne,Washington,DC,20002,(202) 789-0276,N,Y,Y,Y,38.90793,-77.006302
,,,,,,,,,,,,
652,Freestanding,3926 52Nd St,Kenosha,WI,53144,(262) 658-3839,Y,Y,Y,Y,42.588678,-87.856818
,,,,,,,,,,,,
653,Freestanding,201 S Evergrn Ave,Woodbury Heights,NJ,8097,(856) 848-8820,Y,Y,Y,Y,39.825172,-75.159437
,,,,,,,,,,,,
654,Freestanding,1150 S De Anza Blvd.,San Jose,CA,95129-3629,(408) 725-1319,N,Y,Y,Y,37.303898,-122.031822
,,,,,,,,,,,,
655,Freestanding,14841 Snow Rd,Brook Park,OH,44142,(216) 676-4840,N,Y,Y,Y,41.403654,-81.799744
,,,,,,,,,,,,
658,Freestanding,1728 Lomita Blvd,Lomita,CA,90717,(310) 530-6505,N,Y,Y,Y,33.797634,-118.308525
,,,,,,,,,,,,
660,Freestanding,3207 Erie Blvd E,De Witt,NY,13214,(315) 446-1551,Y,Y,Y,Y,43.051901,-76.072652
,,,,,,,,,,,,
661,Freestanding,2985 Freeport Blvd,Sacramento,CA,95818-3842,(916) 443-7632,N,Y,Y,Y,38.550532,-121.488576
,,,,,,,,,,,,
662,Freestanding,6049 Roswell Road,Sandy Springs,GA,30328-4005,(404) 252-1421,Y,Y,Y,Y,33.91988,-84.378571
,,,,,,,,,,,,
666,Freestanding,632 Broadway,Bangor,ME,4401,(207) 942-0292,Y,Y,Y,Y,44.82224,-68.779246
,,,,,,,,,,,,
668,Freestanding,5224 Florida Blvd,Baton Rouge,LA,70806-4127,(225) 924-9762,N,Y,Y,Y,30.45049,-91.135674
,,,,,,,,,,,,
669,Freestanding,25 W Hibiscus Blvd,Melbourne,FL,32901,(321) 727-1403,Y,Y,Y,Y,28.084596,-80.622757
,,,,,,,,,,,,
670,Freestanding,8127 Olive Street Road,University City,MO,63130-2024,(314) 994-1435,N,Y,Y,Y,38.673931,-90.347048
,,,,,,,,,,,,
